transaction_id,user_id,device_hash,instrument_id,amount,timestamp,hour_of_day,is_weekend,account_age_days,historical_chargebacks,device_reuse_count,instrument_reuse_count,velocity_5min,velocity_1hr,label
tx_3890,u_623,d_623,inst_623,764.7779881885986,2026-05-13 13:34:16.660703,13,0,106.18143133931393,0,1,1,1,0,0
tx_1986,u_895,d_895,inst_895,741.5423416250769,2026-05-13 13:57:31.530215,13,0,37.61453705328279,0,1,1,0,0,0
tx_5481,u_767,d_767,inst_767,329.2209224796871,2026-05-13 14:08:35.437655,14,0,316.2254382610231,0,1,1,0,2,0
tx_7802,u_0,d_0,inst_0,987.0324267969539,2026-05-13 14:28:31.460346,14,0,339.34847291012545,0,1,1,1,2,0
tx_8393,u_660,d_660,inst_660,729.8795194686958,2026-05-13 14:28:36.626319,14,0,19.99644339313293,0,1,1,1,0,0
tx_6757,u_353,d_353,inst_353,593.6994263485727,2026-05-13 14:36:38.754368,14,0,87.59482482185783,0,1,1,1,0,0
tx_3271,u_822,d_822,inst_822,59.4798378255269,2026-05-13 14:37:59.969290,14,0,58.66619006877283,0,1,1,1,0,0
tx_3426,u_226,d_226,inst_226,585.2255831770082,2026-05-13 14:40:25.371524,14,0,321.42723777567227,0,1,1,0,2,0
tx_6929,u_944,d_944,inst_944,656.2329073904558,2026-05-13 14:40:37.868007,14,0,155.50280319759236,0,1,1,1,1,0
tx_3430,u_48,d_48,inst_48,601.9028608937704,2026-05-13 14:52:57.934350,14,0,26.30311452804692,0,1,1,1,2,0
tx_4226,u_754,d_754,inst_754,396.5813466974087,2026-05-13 14:57:24.285511,14,0,158.7811607045956,0,1,1,1,2,0
tx_8654,u_964,d_fraud_4,inst_fraud_4,24.85853357337886,2026-05-13 15:06:14.608376,15,0,81.65124541245346,0,10,9,2,9,1
tx_974,u_54,d_54,inst_54,79.62397830822044,2026-05-13 15:23:24.807756,15,0,208.8107415390567,0,1,1,1,0,0
tx_6425,u_494,d_494,inst_494,199.0574929388141,2026-05-13 15:40:24.203178,15,0,237.41266817396402,0,1,1,0,1,0
tx_8145,u_426,d_426,inst_426,71.0926723384578,2026-05-13 15:41:58.217118,15,0,136.9928477721524,0,1,1,1,0,0
tx_8259,u_750,d_750,inst_750,803.8605321173894,2026-05-13 15:56:01.536254,15,0,268.54236869750844,0,1,1,0,1,0
tx_476,u_97,d_97,inst_97,120.10673649862892,2026-05-13 15:58:24.237773,15,0,179.2663814326245,0,1,1,0,2,0
tx_4022,u_442,d_442,inst_442,688.7646511271184,2026-05-13 15:58:54.103967,15,0,264.6156067329041,0,1,1,1,1,0
tx_3165,u_129,d_129,inst_129,516.5409429140069,2026-05-13 15:59:59.876372,15,0,167.9457709987441,0,1,1,0,1,0
tx_9503,u_429,d_429,inst_429,932.569841430961,2026-05-13 16:18:04.573126,16,0,173.69488961303583,0,1,1,1,0,0
tx_1061,u_648,d_648,inst_648,984.8792957393304,2026-05-13 16:38:20.500581,16,0,232.6932834841162,0,1,1,1,2,0
tx_3896,u_521,d_521,inst_521,189.11444377267532,2026-05-13 16:51:35.152247,16,0,132.94243882101927,0,1,1,0,2,0
tx_3830,u_336,d_336,inst_336,411.9417099849799,2026-05-13 16:54:02.685892,16,0,343.5162473046239,0,1,1,0,0,0
tx_3575,u_336,d_336,inst_336,402.89389949315796,2026-05-13 16:56:32.976218,16,0,83.88875007840757,0,1,1,0,0,0
tx_2430,u_829,d_829,inst_829,622.7957326554885,2026-05-13 18:02:34.370442,18,0,240.81468727934137,0,1,1,1,2,0
tx_1345,u_464,d_464,inst_464,454.2186677256716,2026-05-13 18:03:29.470014,18,0,161.62563918190472,0,1,1,0,1,0
tx_8541,u_657,d_657,inst_657,690.4825107842507,2026-05-13 18:20:02.389921,18,0,100.59847304480834,0,1,1,0,2,0
tx_9014,u_298,d_298,inst_298,290.7842731893654,2026-05-13 18:29:00.544896,18,0,289.58307844513854,0,1,1,1,0,0
tx_1633,u_807,d_807,inst_807,805.6774627502427,2026-05-13 18:35:43.101775,18,0,341.24870667016165,0,1,1,0,2,0
tx_4986,u_684,d_684,inst_684,741.710615469358,2026-05-13 18:42:35.117920,18,0,120.69579187709657,0,1,1,0,2,0
tx_4838,u_939,d_939,inst_939,87.82086747346614,2026-05-13 18:54:03.399947,18,0,227.250083551149,0,1,1,0,0,0
tx_3977,u_948,d_948,inst_948,572.3751346373949,2026-05-13 19:10:30.459926,19,0,338.7110179479679,0,1,1,0,0,0
tx_3624,u_255,d_255,inst_255,287.18550510321865,2026-05-13 19:25:03.938371,19,0,247.3849867456201,0,1,1,0,1,0
tx_6802,u_247,d_247,inst_247,258.41991973643394,2026-05-13 19:25:11.792755,19,0,324.65959866543733,0,1,1,0,2,0
tx_8455,u_467,d_467,inst_467,184.53078308700435,2026-05-13 20:02:00.008635,20,0,319.7666857303718,0,1,1,1,1,0
tx_9734,u_157,d_157,inst_157,758.9421496326952,2026-05-13 20:14:25.847170,20,0,266.2157929183107,0,1,1,1,2,0
tx_2655,u_258,d_258,inst_258,445.679210308685,2026-05-13 20:42:14.455270,20,0,174.57179085392363,0,1,1,0,0,0
tx_1489,u_192,d_192,inst_192,476.25894149140413,2026-05-13 20:52:34.081143,20,0,236.51600651390277,0,1,1,1,0,0
tx_5832,u_166,d_166,inst_166,825.2539192586074,2026-05-13 21:09:28.273243,21,0,73.14339158190158,0,1,1,0,0,0
tx_5885,u_671,d_671,inst_671,511.5913258801325,2026-05-13 21:16:40.446869,21,0,180.21755604527496,0,1,1,0,2,0
tx_7314,u_156,d_156,inst_156,113.0850857874725,2026-05-13 21:19:34.541256,21,0,282.99307887324306,0,1,1,0,1,0
tx_7591,u_740,d_740,inst_740,847.9983120817458,2026-05-13 21:26:55.818589,21,0,93.12232539464712,0,1,1,1,0,0
tx_2664,u_541,d_541,inst_541,627.3645161400865,2026-05-13 21:27:22.609773,21,0,350.31063852419976,0,1,1,1,2,0
tx_5787,u_585,d_585,inst_585,828.6931526414361,2026-05-13 21:44:16.334501,21,0,207.29023891591513,0,1,1,1,0,0
tx_8254,u_74,d_74,inst_74,442.1974278709611,2026-05-13 21:50:01.992095,21,0,113.86250664370597,0,1,1,1,0,0
tx_6527,u_560,d_560,inst_560,843.4818571509223,2026-05-13 21:58:16.679530,21,0,355.12721150702293,0,1,1,0,1,0
tx_1603,u_188,d_188,inst_188,387.24649054034046,2026-05-13 22:00:27.294943,22,0,213.02378209174972,0,1,1,0,2,0
tx_4858,u_770,d_770,inst_770,921.7649140092118,2026-05-13 22:04:11.114917,22,0,266.721267588762,0,1,1,1,1,0
tx_9428,u_117,d_117,inst_117,460.77654217583546,2026-05-13 22:45:16.959645,22,0,259.7073806788357,0,1,1,1,0,0
tx_7220,u_395,d_395,inst_395,948.7718371653898,2026-05-13 23:07:40.367962,23,0,61.53738595664894,0,1,1,0,2,0
tx_1123,u_550,d_550,inst_550,819.0402709886341,2026-05-13 23:45:20.517767,23,0,267.4990201371418,0,1,1,0,2,0
tx_7792,u_616,d_616,inst_616,457.44305978270006,2026-05-14 00:09:13.130201,0,0,219.67847812264824,0,1,1,1,1,0
tx_5606,u_423,d_423,inst_423,876.2110906090521,2026-05-14 00:24:42.933025,0,0,353.0761876189313,0,1,1,1,2,0
tx_6578,u_2,d_2,inst_2,401.96686520653856,2026-05-14 00:49:59.963104,0,0,274.9528784353539,0,1,1,1,0,0
tx_6193,u_786,d_786,inst_786,940.6071137791495,2026-05-14 01:03:21.377194,1,0,206.42618229976867,0,1,1,0,0,0
tx_6088,u_170,d_170,inst_170,723.8313207837297,2026-05-14 01:14:19.709570,1,0,37.33677114444491,0,1,1,1,2,0
tx_3101,u_286,d_286,inst_286,760.9651321924198,2026-05-14 01:30:09.895672,1,0,41.58058946835665,0,1,1,0,0,0
tx_8620,u_114,d_114,inst_114,996.2121442131358,2026-05-14 01:49:30.459049,1,0,145.62044974522473,0,1,1,1,1,0
tx_412,u_93,d_93,inst_93,953.0767895906783,2026-05-14 01:50:05.295154,1,0,119.43494657338582,0,1,1,1,1,0
tx_1289,u_754,d_754,inst_754,124.6495722972697,2026-05-14 01:52:42.333783,1,0,130.33800459613985,0,1,1,0,2,0
tx_753,u_651,d_651,inst_651,368.1603339242318,2026-05-14 02:03:49.647080,2,0,42.33644740473993,0,1,1,0,1,0
tx_7036,u_263,d_263,inst_263,301.7187084776709,2026-05-14 02:42:14.405251,2,0,27.40346211799061,0,1,1,0,1,0
tx_5617,u_662,d_662,inst_662,281.02098125101463,2026-05-14 02:42:38.132043,2,0,267.36614064780804,0,1,1,1,1,0
tx_7129,u_895,d_895,inst_895,947.8663263076426,2026-05-14 03:01:40.465886,3,0,244.48774533572023,0,1,1,1,2,0
tx_9327,u_541,d_541,inst_541,247.62333459658643,2026-05-14 03:12:12.603774,3,0,291.3023184394104,0,1,1,0,0,0
tx_8934,u_633,d_633,inst_633,628.9730324609149,2026-05-14 03:12:21.453067,3,0,49.502907721066805,0,1,1,1,1,0
tx_7857,u_532,d_532,inst_532,269.781277540143,2026-05-14 03:18:25.635283,3,0,48.32031911916327,0,1,1,1,1,0
tx_5020,u_440,d_440,inst_440,683.5810750857466,2026-05-14 03:26:20.032519,3,0,139.1623202973704,0,1,1,0,1,0
tx_7161,u_901,d_901,inst_901,440.38625971462034,2026-05-14 03:41:10.159425,3,0,329.1884274729793,0,1,1,1,2,0
tx_3955,u_876,d_876,inst_876,874.9890477495874,2026-05-14 03:42:58.615100,3,0,238.04810829902337,0,1,1,0,0,0
tx_6511,u_912,d_912,inst_912,793.7061870873247,2026-05-14 04:04:17.996001,4,0,158.68784926722887,0,1,1,0,2,0
tx_2155,u_300,d_300,inst_300,277.88040711814745,2026-05-14 04:36:56.759225,4,0,304.01903818124055,0,1,1,0,0,0
tx_2875,u_764,d_764,inst_764,502.51894663604384,2026-05-14 04:38:35.475634,4,0,140.03440805015677,0,1,1,0,1,0
tx_3,u_890,d_890,inst_890,618.7255599871847,2026-05-14 04:57:47.857495,4,0,296.0658344006468,0,1,1,1,1,0
tx_6007,u_358,d_358,inst_358,119.25352927807225,2026-05-14 05:05:08.502310,5,0,58.22933507046897,0,1,1,0,2,0
tx_5145,u_438,d_438,inst_438,885.8458605443944,2026-05-14 05:14:49.054349,5,0,186.93875218173446,0,1,1,1,0,0
tx_6856,u_347,d_347,inst_347,646.5607985757624,2026-05-14 05:16:26.506603,5,0,152.69691076448947,0,1,1,0,2,0
tx_7603,u_414,d_414,inst_414,908.8332371318313,2026-05-14 05:16:37.283355,5,0,20.182025022511812,0,1,1,1,1,0
tx_6545,u_151,d_151,inst_151,131.8103049810551,2026-05-14 05:23:54.104451,5,0,47.496446578555386,0,1,1,0,0,0
tx_9260,u_763,d_763,inst_763,481.06607223783584,2026-05-14 05:26:10.035456,5,0,93.54269649965359,0,1,1,1,0,0
tx_5783,u_981,d_fraud_3,inst_fraud_2,14.298022105156324,2026-05-14 05:27:42.565459,5,0,102.64070502776613,1,3,10,4,8,1
tx_345,u_254,d_254,inst_254,635.0575931496056,2026-05-14 05:45:30.815339,5,0,146.16890868999096,0,1,1,1,1,0
tx_2091,u_71,d_71,inst_71,966.252821205771,2026-05-14 05:53:10.405705,5,0,21.474511750924385,0,1,1,1,2,0
tx_6079,u_399,d_399,inst_399,388.7309751180443,2026-05-14 06:19:31.635388,6,0,122.05600808024305,0,1,1,0,2,0
tx_1340,u_214,d_214,inst_214,294.79874408565297,2026-05-14 06:29:28.431146,6,0,359.4135559834453,0,1,1,1,0,0
tx_6794,u_982,d_fraud_4,inst_fraud_2,28.695493417917017,2026-05-14 06:30:59.538196,6,0,126.91244186984902,0,6,3,4,6,1
tx_746,u_532,d_532,inst_532,414.69666030455085,2026-05-14 06:37:55.187050,6,0,242.36387288513507,0,1,1,1,1,0
tx_7467,u_995,d_fraud_4,inst_fraud_4,36.03153283387607,2026-05-14 06:38:52.096586,6,0,271.2164946949685,0,8,6,3,6,1
tx_6890,u_493,d_493,inst_493,487.55342315993323,2026-05-14 06:49:08.545375,6,0,72.9313243527441,0,1,1,1,1,0
tx_2410,u_549,d_549,inst_549,703.8605239912253,2026-05-14 07:00:22.098444,7,0,232.82632655806935,0,1,1,1,1,0
tx_9148,u_287,d_287,inst_287,438.7368115963673,2026-05-14 07:01:28.218044,7,0,97.78367716033574,0,1,1,1,1,0
tx_9033,u_25,d_25,inst_25,841.6105897773198,2026-05-14 07:06:44.749967,7,0,338.36052274993114,0,1,1,0,1,0
tx_4000,u_135,d_135,inst_135,593.3960843694132,2026-05-14 07:08:52.459546,7,0,158.6366051773823,0,1,1,1,1,0
tx_2594,u_188,d_188,inst_188,185.73216327244114,2026-05-14 07:13:08.971225,7,0,288.0383714533119,0,1,1,1,1,0
tx_8871,u_240,d_240,inst_240,177.27612341229215,2026-05-14 07:14:04.390704,7,0,237.82245938791488,0,1,1,1,0,0
tx_4205,u_144,d_144,inst_144,504.56651660182973,2026-05-14 07:51:52.875902,7,0,154.7135609002239,0,1,1,0,2,0
tx_8724,u_954,d_fraud_4,inst_fraud_1,44.629089484271745,2026-05-14 07:55:05.636391,7,0,192.34384695690628,1,6,4,3,10,1
tx_6197,u_14,d_14,inst_14,850.0840443294588,2026-05-14 08:05:32.616534,8,0,12.024625800869027,0,1,1,0,2,0
tx_2023,u_922,d_922,inst_922,99.64498532172257,2026-05-14 08:19:19.903753,8,0,159.59975576997587,0,1,1,1,1,0
tx_510,u_467,d_467,inst_467,632.7444361390004,2026-05-14 08:29:32.233413,8,0,81.23825947579932,0,1,1,1,2,0
tx_4550,u_280,d_280,inst_280,936.1152921072976,2026-05-14 08:43:14.807509,8,0,294.96084425199876,0,1,1,1,0,0
tx_7800,u_567,d_567,inst_567,85.92912972443355,2026-05-14 08:55:31.283248,8,0,215.7631084548771,0,1,1,0,2,0
tx_5300,u_416,d_416,inst_416,794.3264274585134,2026-05-14 08:57:10.271005,8,0,206.55929956224378,0,1,1,0,0,0
tx_4424,u_842,d_842,inst_842,349.5955561028116,2026-05-14 09:01:24.928392,9,0,172.5494019684283,0,1,1,1,0,0
tx_5527,u_153,d_153,inst_153,127.37485224660124,2026-05-14 09:10:39.152691,9,0,137.7930882752567,0,1,1,0,1,0
tx_805,u_547,d_547,inst_547,749.6220238434867,2026-05-14 09:19:38.409430,9,0,337.34138048913877,0,1,1,1,1,0
tx_3597,u_17,d_17,inst_17,575.0291543879108,2026-05-14 09:34:38.318893,9,0,40.95242210933547,0,1,1,0,2,0
tx_1661,u_316,d_316,inst_316,539.8954563116729,2026-05-14 09:42:54.807747,9,0,136.61044599001255,0,1,1,1,1,0
tx_2574,u_755,d_755,inst_755,264.7275479251997,2026-05-14 09:44:30.991945,9,0,201.83151067892186,0,1,1,1,0,0
tx_8010,u_438,d_438,inst_438,847.4376357288083,2026-05-14 09:58:33.161072,9,0,264.1821982028397,0,1,1,1,0,0
tx_686,u_664,d_664,inst_664,593.0320549964049,2026-05-14 10:29:42.509866,10,0,247.47315613800725,0,1,1,1,0,0
tx_9498,u_505,d_505,inst_505,958.2187249622386,2026-05-14 11:05:53.508489,11,0,336.97877925101034,0,1,1,1,2,0
tx_4235,u_831,d_831,inst_831,349.9844936870212,2026-05-14 11:19:37.105044,11,0,110.10438840639443,0,1,1,0,0,0
tx_1337,u_455,d_455,inst_455,696.2168303097268,2026-05-14 11:50:17.509627,11,0,273.816278070379,0,1,1,1,2,0
tx_1551,u_265,d_265,inst_265,621.5312291390146,2026-05-14 12:09:36.704475,12,0,192.31572373355957,0,1,1,0,2,0
tx_6948,u_322,d_322,inst_322,888.3703498147296,2026-05-14 12:17:03.951680,12,0,21.97511756115025,0,1,1,1,2,0
tx_2120,u_582,d_582,inst_582,813.4233586694584,2026-05-14 12:24:43.971011,12,0,162.5632555462746,0,1,1,0,2,0
tx_1781,u_873,d_873,inst_873,906.6738925286523,2026-05-14 12:43:39.254319,12,0,135.01099399616749,0,1,1,1,2,0
tx_6747,u_776,d_776,inst_776,120.37116184992536,2026-05-14 12:54:18.113331,12,0,352.5412466647538,0,1,1,1,2,0
tx_3866,u_412,d_412,inst_412,442.5138913473335,2026-05-14 12:59:26.660024,12,0,11.568754936499204,0,1,1,0,1,0
tx_2504,u_992,d_fraud_4,inst_fraud_0,18.018980621136112,2026-05-14 13:01:15.262588,13,0,129.85009217096024,0,7,7,5,6,1
tx_9223,u_656,d_656,inst_656,303.05875935852265,2026-05-14 13:12:11.765191,13,0,106.39628614086726,0,1,1,1,0,0
tx_1278,u_788,d_788,inst_788,185.37076575643758,2026-05-14 13:14:35.458204,13,0,296.21763731285023,0,1,1,0,0,0
tx_6397,u_344,d_344,inst_344,363.05389308529686,2026-05-14 13:46:35.349612,13,0,81.3732968784727,0,1,1,1,2,0
tx_3771,u_362,d_362,inst_362,907.2923816217983,2026-05-14 14:08:32.474456,14,0,213.21723182183032,0,1,1,0,1,0
tx_5453,u_617,d_617,inst_617,440.5871196559877,2026-05-14 14:16:11.730071,14,0,204.79401252706376,0,1,1,1,1,0
tx_1753,u_845,d_845,inst_845,279.14138471956437,2026-05-14 14:19:00.248095,14,0,47.32317140480003,0,1,1,1,2,0
tx_6717,u_746,d_746,inst_746,465.89240343463894,2026-05-14 14:36:51.436704,14,0,354.2027669316812,0,1,1,0,2,0
tx_804,u_310,d_310,inst_310,452.92413773726673,2026-05-14 14:42:00.847252,14,0,195.77726535096633,0,1,1,0,1,0
tx_3133,u_60,d_60,inst_60,567.0412678080128,2026-05-14 14:44:52.411499,14,0,315.2757149061312,0,1,1,0,0,0
tx_3332,u_835,d_835,inst_835,211.38695574819855,2026-05-14 15:03:39.858509,15,0,313.8454866523906,0,1,1,0,1,0
tx_8764,u_680,d_680,inst_680,206.17305011199343,2026-05-14 15:12:06.345376,15,0,151.07040688448734,0,1,1,1,1,0
tx_3152,u_848,d_848,inst_848,720.187788769312,2026-05-14 15:53:46.763001,15,0,185.09674582960739,0,1,1,1,1,0
tx_5422,u_456,d_456,inst_456,976.1590591697232,2026-05-14 16:06:12.923136,16,0,80.11735590425148,0,1,1,0,0,0
tx_2420,u_877,d_877,inst_877,202.02368964003435,2026-05-14 16:16:29.467268,16,0,107.35211916421797,0,1,1,0,1,0
tx_9604,u_235,d_235,inst_235,671.0137582598253,2026-05-14 16:53:13.073672,16,0,231.19589083278743,0,1,1,1,1,0
tx_5489,u_549,d_549,inst_549,919.3435317655284,2026-05-14 16:53:23.235681,16,0,120.47204752760746,0,1,1,0,2,0
tx_3604,u_966,d_fraud_4,inst_fraud_2,18.748392012943327,2026-05-14 17:02:03.489113,17,0,271.0771308647919,0,8,6,4,7,1
tx_1717,u_447,d_447,inst_447,710.2834674156255,2026-05-14 17:03:27.954952,17,0,283.3614421681859,0,1,1,0,0,0
tx_7697,u_203,d_203,inst_203,705.0574984601444,2026-05-14 18:26:50.449853,18,0,313.14838636868404,0,1,1,1,1,0
tx_1361,u_105,d_105,inst_105,250.12907955538324,2026-05-14 18:51:31.924854,18,0,263.2212849257759,0,1,1,0,2,0
tx_1882,u_622,d_622,inst_622,654.4767862802856,2026-05-14 18:58:48.536713,18,0,118.94778036919666,0,1,1,1,1,0
tx_2416,u_317,d_317,inst_317,414.9963773365102,2026-05-14 19:01:51.876993,19,0,304.50345340539735,0,1,1,1,0,0
